ID,title,score,director,cast,country,added,release,rating,duration,description,platform,Action & Adventure,Adult Animation,Animals & Nature,Animation,Anime,Anthology,Arthouse,Arts,Biographical,Black Stories,Buddy,Cartoons,Children & Family Movies,Classic Movies,Comedies,Coming of Age,Crime,Cult Movies,Dance,Disaster,Documentaries,Drama,Entertainment,Faith & Spirituality,Family,Fantasy,History,Horror & Suspense,Independent Movies,International,Kids,LGBTQ,Lifestyle & Culture,Medical,Military and War,Music,Mystery,News,Parody,Reality,Romance,Romantic Comedies,Sci-Fi & Fantasy,Science & Technology,Special Interest,Sports,Spy/Espionage,Stand Up,Superhero,Survival,Teen,Thriller,Variety,Western
6681,Davy Crockett and the River Pirates,53,Norman Foster,"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy",United States,2019-11-12,1956,G,81 min,Davy Crockett encounters pirates en route to New Orleans. See details for advisory.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6682,Trick or Treat,53,Jack Hannah,,United States,2020-09-04,1952,TV-G,9 min,"Donald plays a trick on his nephews, but a witch helps them out. See details for advisory.",Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6683,The Hunchback of Notre Dame II,53,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",United States,2019-11-12,2002,G,69 min,It's Quasimodo's turn to look past appearances when seeking true love.,Disney Plus,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6684,Shark Beach with Chris Hemsworth,53,Sally Aitken,Chris Hemsworth,United States,2021-07-09,2021,TV-PG,44 min,Chris Hemsworth investigates how we can live harmoniously with sharks.,Disney Plus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6685,Marvel's Behind the Mask,53,,,,2021-02-12,2021,TV-14,65 min,A documentary special exploring the power of identity behind superheroes we know and love today.,Disney Plus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6686,The Million Dollar Duck,53,Vincent McEveety,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery",United States,2019-11-12,1971,G,93 min,A research scientist discovers his lab duck now lays golden eggs.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6687,Mr. Duck Steps Out,52,Jack King,,United States,2019-11-12,1940,TV-G,9 min,Donald attempts to court Daisy. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6688,Mr. Boogedy,52,Oz Scott,"Richard Masur, Mimi Kennedy, Benjamin Gregory, David Faustino, Kristy Swanson, Howard Witt",United States,2019-11-12,1986,TV-PG,46 min,A New England family finds their new home is haunted by a local legend.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6689,Snowglobe,52,Ron Lagomarsino,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",United States,2019-11-12,2007,TV-PG,90 min,Angela finds a snow globe that transports her into a Christmas wonderland.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6690,Science Fair,52,"Cristina Costantini, Darren Foster","Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",United States,2019-11-12,2018,PG,91 min,Nine high school students compete at the International Science and Engineering Fair.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6691,The Art of Skiing,52,Jack Kinney,John McLeish,United States,2019-11-12,1941,TV-G,8 min,Goofy demonstrates the art of skiing. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6692,The Big Bad Wolf,52,Burt Gillett,,United States,2019-11-12,1934,TV-Y7,9 min,Red Riding Hood travels to visit her sick grandmother. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6693,Going to the Mat,52,Stuart Gillard,"Andrew Lawrence, Khleo Thomas, Alessandra Toreson, Billy Brown, Brenda Strong, Brian Wimmer",United States,2019-11-12,2004,TV-G,92 min,"At a new school, Jace overcomes his blindness through a love of wrestling.",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6694,Tummy Trouble,52,"Frank Marshall, Rob Minkoff","Charles Fleischer, April Winchell, Lou Hirsch, Corey Burton, Richard Williams, Kathleen Turner",United States,2020-06-19,1989,TV-G,8 min,Roger Rabbit is left to babysit with the mischievous Baby Herman,Disney Plus,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6695,Quints,52,Bill Corcoran,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza","Canada, United States",2019-11-12,2000,TV-G,83 min,Jamie is the center of attention until her mom gives birth to quintuplets.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6696,Mickey and the Seal,52,Charles Nichols,,United States,2020-05-29,1948,TV-G,7 min,Mickey and Pluto get into trouble with a mischievous seal.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6697,How to Play Baseball,52,Jack Kinney,,United States,2020-05-01,1942,TV-G,8 min,Goofy teaches you all about this all-American pastime.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6698,The Brave Little Toaster Goes to Mars,52,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",United States,2019-11-12,1998,TV-G,73 min,Toaster and his friends head for Mars to bring the master's baby home.,Disney Plus,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6699,All in a Nutshell,52,Jack Hannah,,United States,2020-04-03,1949,TV-G,7 min,Donald steals Chip and Dale's nuts and ends up in a lake. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,Into the Grand Canyon,52,Pete McBride,,United States,2019-11-12,2019,TV-PG,82 min,"Two friends set out to traverse the Grand Canyon by foot, revealing its beauty and challenges.",Disney Plus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6701,Hatching Pete,52,Stuart Gillard,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington",United States,2019-11-12,2009,TV-G,90 min,"The identity of Brewster High's mascot, The Chicken, is a big mystery.",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6702,George & A.J.,52,Josh Cooley,"Jason Topolski, A.J. Riebli  III, Steve Purcell, Peter Sohn, Bob Peterson, Kim Donovan",United States,2019-11-12,2009,TV-G,4 min,Two nurses try to escort seniors to the nursing home.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6703,Chef Donald,52,Jack King,,United States,2019-11-12,1941,TV-G,8 min,Donald is inspired by a radio program to make waffles. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6704,Tiger Cruise,52,Duwayne Dunham,"Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon",United States,2019-11-12,2004,TV-PG,88 min,"Maddie Dolan is tired of being labeled a “Navy brat.""",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,How to Fish,52,Jack Kinney,John McLeish,United States,2019-11-12,1942,TV-G,7 min,Goofy shows us how to fish… or how not to! See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6706,American Eid,52,Aqsa Altaf,"Shanessa Khawaja, Jenna Qureshi, Cash Herrera, Fazeelat Aslam, Maya Bednarek, Iris Starlett Perry",,2021-05-28,2021,G,21 min,"Ameena, a homesick Muslim Pakistani immigrant, wakes up on Eid to find out she has to go to school.",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6707,Amy,52,Asif Kapadia,"Amy Winehouse, Lauren Gilbert",United Kingdom,2018-07-26,2015,R,128 min,Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.,Netflix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,Amy,52,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",United States,2019-11-12,1981,G,100 min,A young woman takes a job as a teacher in a backwoods school for the deaf.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6709,Trail Mix-Up,52,Barry Cook,"Charles Fleischer, Kathleen Turner, April Winchell, Lou Hirsch, Corey Burton, Frank Welker",United States,2020-06-19,1993,TV-G,9 min,Roger Rabbit is left to care for Baby Herman in Yellowstone National Park.,Disney Plus,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6710,Tarzan & Jane,52,Steve Loter,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",United States,2019-11-12,2002,TV-PG,78 min,Tarzan and Jane celebrate their first year in the jungle.,Disney Plus,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,Right on Track,52,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",United States,2019-11-12,2003,TV-G,88 min,Two sisters fight for their place in male-dominated junior drag racing.,Disney Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6712,That Darn Cat,52,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",United States,2019-11-12,1997,PG,90 min,"A teen, a cat and a rookie FBI agent team up to solve a kidnapping.",Disney Plus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6713,The Sandlot: Heading Home,51,William Dear,"Danny Nucci, Luke Perry, Keanu Pires, Sarah Deakins, Chauncey Leopardi, Brandon Olds","United States, Canada",2020-03-06,2007,PG,97 min,"An egotistical baseball star wakes up as a 12-year-old on his childhood playing field, the sandlot.",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6714,Squanto: A Warrior's Tale,51,Xavier Koller,"Adam Beach, Eric Schweig, Michael Gambon, Nathaniel Parker, Alex Norton, Sheldon Peters Wolfchild","United States, Canada",2021-04-09,1994,PG,102 min,A vivid true story of one man's unquenchable thirst for independence.,Disney Plus,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6715,Gus,51,Vincent McEveety,"Edward Asner, Don Knotts, Gary Grimes, Tim Conway, Liberty Williams, Dick Van Patten",United States,2019-11-12,1976,G,97 min,A football team welcomes their newest member... a placekicking mule.,Disney Plus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6716,Lamp Life,51,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",United States,2020-01-31,2020,TV-G,11 min,Lamp Life answers the question of what happened to Bo Peep since we last we saw her in Toy Story 2.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6717,The Hockey Champ,51,Jack King,,United States,2019-11-12,1939,TV-G,9 min,Donald and his nephews play Hockey. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6718,Doug's 1st Movie,51,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",United States,2019-11-12,1999,G,80 min,"Doug and his friends discover the ""monster"" of Lucky Duck Lake.",Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6719,On Ice,51,Ben Sharpsteen,"Pinto Colvig, Walt Disney, Marcellite Garner",United States,2020-04-03,1935,TV-G,9 min,Mickey and friends enjoy skating on a frozen river. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6720,Three Days,51,Michael Switzer,,United States,2019-11-12,2001,TV-G,93 min,An angel lets a man relive the days before his wife's death.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6721,Boat Builders,51,Ben Sharpsteen,,United States,2019-11-12,1938,TV-G,8 min,Mickey and friends build a boat but it falls apart when christened. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6722,A Knight for a Day,51,Jack Hannah,,United States,2019-11-12,1946,TV-G,7 min,"Goofy jousts for the hand of Penelope, as well as the championship. See details for advisory.",Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6723,Ruby Bridges,51,Euzhan Palcy,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",United States,2019-11-12,1998,TV-PG,90 min,A little girl becomes the first African-American to integrate her school.,Disney Plus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6724,Let's Be Tigers,51,Stephanie Abel Horowitz,"Otmara Marrero, Dash McCloud, Greg Worswick, Mike Millan",,2021-05-28,2021,PG,15 min,"Grieving for her mother, Avalon finds comfort when she's put in charge of a 4-year-old for a night.",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,The Scream Team,51,Stuart Gillard,"Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke",United States,2019-11-12,2002,TV-PG,88 min,Ian and Claire Carlyle discover that ghosts really do exist!,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6726,Elmer Elephant,51,Wilfred Jaxon,"Jeanie Roberts, Pinto Colvig, Hal Rees, Leone Ledoux, Carlisle Tupper, Gay Seabrook",United States,2020-04-03,1936,TV-G,8 min,An elephant is ashamed of his trunk until he saves his friend with it. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6727,The Country Bears,51,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",United States,2019-11-12,2002,G,91 min,The Country Bears aim to save the venue that made them famous.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6728,Miracle in Lane 2,51,Greg Beeman,"Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis, Roger Brown, Tuc Watkins",United States,2019-11-12,2000,TV-G,90 min,A physically challenged boy strives to compete in a national soapbox derby.,Disney Plus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6729,A Ring of Endless Light,51,Greg Beeman,"Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers, Soren Fulton, Chris Kirby",United States,2019-11-12,2002,TV-G,88 min,Teenager Vicky Austin discovers that she can communicate with dolphins.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6730,Jumping Ship,51,Michael Lange,"Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong","Australia, United States",2019-11-12,2001,TV-G,93 min,Modern-day pirates leave two cousins stranded on an island.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6731,Magician Mickey,51,David Hand,"Pinto Colvig, Walt Disney, Clarence Nash",United States,2019-11-12,1937,TV-PG,8 min,Donald continually heckles Mickey's magic act. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6732,Three Little Wolves,51,Dave Hand,,United States,2019-11-12,1936,TV-Y7,9 min,Two frivolous pigs blow the wolf horn one too many times. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6733,White Fang 2: Myth of the White Wolf,51,Ken Olin,"Scott Bairstow, Charmaine Craig, Alfred Molina, Geoffrey Lewis, Al Harrington, Anthony Michael Ruivivar",United States,2021-04-16,1994,PG,106 min,A dog-wolf stops miners from destroying a sacred land.,Disney Plus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6734,Dadnapped,51,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",United States,2019-11-12,2009,TV-G,85 min,Melissa Morris is due for adventure when her novelist father goes missing.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6735,Mars and Beyond,51,Ward Kimball,"Walt Disney, Paul Frees, Dr. Ernst Stuhlinger, Dr. Wernher von Braun, Dr. E.C. Slipher",United States,2020-06-26,1957,TV-G,53 min,An animated look at humankind's early views of the universe and life on Mars.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6736,Rip Girls,51,Joyce Chopra,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark, Jeanne Mori, Lauren Sinclair","Australia, United States",2019-11-12,2000,TV-G,87 min,Sydney questions a decision to sell her inherited Hawaiian land.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6737,Third Man on the Mountain,50,Ken Annakin,"Michael Rennie, James MacArthur, Janet Munro, James Donald, Herbert Lom, Laurence Naismith","United States, United Kingdom",2021-04-02,1959,G,107 min,"A boy attempts the impossible - climbing the ""Citadel.""",Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6738,Atlantis Rising,50,Simcha Jacobovici,"Georgeos Diaz-Montexano, Peter Vincenti, Richard Freund, Simcha Jacobovici, Charles Pellegrino, Félix Rodrigues",Canada,2019-11-12,2017,TV-PG,94 min,Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6739,George of the Jungle 2,50,David Grossman,"Christopher Showerman, Julie Benz, Angus T. Jones, Thomas Haden Church, Christina Pickles, John Cleese, Michael Clarke Duncan, John Kassir, Kevin Greutert, Keith Scott","United States, Australia",2016-12-20,2003,PG,87 min,"Now married and raising a son, clumsy ape-man George finds his jungle kingdom in peril as Really Mean Lion challenges him for the throne.",Netflix,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6740,George of the Jungle 2,50,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir","United States, Australia",2019-12-20,2003,PG,89 min,"George must rescue his family, then save the jungle from becoming mulch.",Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6741,Marvel Studios: Expanding the Universe,50,,,,2019-11-12,2019,TV-PG,13 min,An exciting look into the future of Marvel Studios’ films and upcoming Disney+ series.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
